word,mean,check
slaughter,v. 屠宰，屠杀；杀戮；使惨败 n. 屠宰，屠杀；杀戮；消灭,
slave,vi. 做苦工， 拼命地干 n. 奴隶； 苦工,
slavery,n. 奴役；奴隶制度；奴隶身份,
sleep,n&v.  [slept-slept]　睡,
sleepy,adj.  想睡的， 困倦的， 瞌睡的,
sleeve,n. [机] 套筒，[机] 套管；袖子，[服装] 袖套 vt. 给……装袖子；给……装套筒,
slender,adj.  细长的； 苗条的， 纤细的； 微薄的， 不足的,
slice,n. 薄片；部分；菜刀，火铲 v. 切下；把…分成部分；将…切成薄片,
slick,adj. 光滑的；华而不实的；聪明的；熟练的；老套的 n. [机] 平滑器；[机] 修光工具；通俗杂志 adv. 灵活地；聪明地 v. 使光滑；使漂亮,
slide,v. 滑动， 滑行， 下滑 n. 滑动； 降低； 滑坡， 滑道；幻灯片,
slight,adj. 轻微的，少量的；脆弱的；细长的；不重要的 v. 轻视，忽略；怠慢 n. 怠慢；轻蔑,
slightly,adv. 轻微地,
slim,adj. 苗条的；修长的；微小的；差的 v. 使…体重减轻；使…苗条 n. (Slim)人名；(阿拉伯)萨利姆；(英、西)斯利姆,
slip,v. 滑动；滑倒；犯错；失足；减退 n. 滑，滑倒；片，纸片；错误；下跌；事故 adj. 滑动的；有活结的；活络的 abbr. 串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）,
slipper,v.  用拖鞋打 n. 拖鞋；轻便舞鞋,
slippery,adj. 滑的；模糊的，不明确的，,
slit,vt. 切开， 截开， 纵割 < n. 细长裂缝， 狭长切口,
slogan,n.  标语， 口号； 广告语,
slope,n. 斜坡；倾斜；斜率；扛枪姿势 v. 倾斜；逃走,
slot,v. 把…纳入其中； 使有位置； 把…放入狭长开口中 n. 狭缝， 狭槽；位置； 空位,
slow,adj. 慢的；减速的；迟钝的 v. 变慢；变萧条 adv. 慢慢地；迟缓地 n. (Slow)人名；(英)斯洛,
slum,v. （为猎奇或救济等）去贫民窟 n. 贫民窟；陋巷；脏乱的地方,
slumber,v.睡眠，安睡；n.安睡,
slump,vi. 大幅度下降，暴跌；突然倒下 n. 萧条期， 低潮,
sly,adj. 狡猾的；淘气的；诡密的 n. (Sly)人名；(英)斯莱,
small,adj. 少的，小的；微弱的；几乎没有的；不重要的；幼小的 adv. 小小地；卑鄙地 n. 小件物品；矮小的人,
smart,adj. 聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的 n. (Smart)人名；(法)斯马尔；(英、德)斯马特,
smash,vi. 猛撞，猛冲 vt. 使粉碎，使打烂；狠打，猛击；使破灭，使失败 n. 破碎； 猛击， 猛撞； 轰动的演出， 巨大的成功,
smell,v. 嗅，闻；有…气味 n. 气味，嗅觉；臭味,
smelly,adj. 有臭味的，发臭的,
smile,v.  微笑， 露出笑容； 笑， 用微笑表示 n. 微笑，笑容,
smog,n. 烟雾 <,
smoke,n. 烟；抽烟；无常的事物 v. 冒烟，吸烟；抽烟；弥漫,
smoker,n. 吸烟者；薰制工,
smoking,n. 抽烟；冒气 adv. 冒着烟 adj. 准许吸烟的 v. 吸烟；冒烟（smoke的现在分词）,
smooth,adj. 顺利的；光滑的；平稳的 v. 使光滑；消除（障碍等）；使优雅；缓和 n. 平滑部分；一块平地 adv. 光滑地；平稳地；流畅地,
smuggle,vt. 走私， 非法私运； 偷运， 偷带,
snack,n. 小吃，快餐；一份，部分 v. 吃快餐，吃点心,
snail,n. 蜗牛；行动缓慢的人,
snake,v.  蜿蜒； 弯弯曲曲地行进 n. 蛇,
snap,vi. 咔嚓折断， 啪地绷断； 猛咬； 猛然断裂 <；吧嗒一声；厉声说话， 怒声责骂 adj. 仓促的， 突然的 vt. 给…拍快照 n. 吧嗒声；快照,
snatch,vi. 一把抓住 vt. 夺，夺走，抢走；一下子拉，一把抓住；抓住机会做，抽空做 n. 片断,
sneak,v. 溜；鬼鬼祟祟做事；向老师打小报告 n. 鬼鬼祟祟的人；偷偷摸摸的行为；告密者 adj. 暗中进行的,
sneaker,n.  鬼鬼祟祟的人， 卑鄙者； 运动鞋,
sneer,v. 冷笑；嘲笑 n. 冷笑；嘲笑,
sneeze,vi. 打喷嚏， 发出打喷嚏声 n. 喷嚏,
sniff,vi. 以鼻吸气， 用力吸入 vt. 嗅， 闻 n. 吸气；嗅， 闻,
snob,n. 势利小人,
snobbish,adj. 势利的，谄上欺下的,
snore,v. 打鼾，打呼噜,
snow,v.  下雪； 用雪覆盖 n. 雪,
snowball,n. 雪球 v. 掷雪球；滚雪球般增大,
snowman,n. 雪人,
snowstorm,n. 暴风雪；雪暴,
snowy,adj. 下雪的，多雪的；被雪覆盖的；洁白无瑕的,
so,adv. 也，同样〔用于表示刚说过的情况也适用于某人或某物〕 conjunction. 因此，所以 n. 全音阶的第五音,
so-called,adj. 所谓的， 号称的,
soak,v. 吸收，吸入；沉浸在（工作或学习中）；使……上下湿透 n. 浸；湿透；大雨,
soap,n. 肥皂 v. 将肥皂涂在……上；对……拍马屁（俚语）,
soar,vi. 猛增， 剧增；高飞， 翱翔 A；高涨 A；高耸， 屹立,
sob,v. 啜泣，呜咽；（风等）发出呜咽声 n. 啜泣，呜咽,
sober,adj. 冷静的，清醒的；未醉的 v. 使严肃；使醒酒，使清醒 n. (Sober)人名；(英)索伯,
soccer,n. 英式足球，足球,
sociable,adj.  好交际的， 合群的； 友善的， 友好的,
social,adj. 社会的，社交的；群居的 n. 联谊会；联欢会,
socialism,n.  社会主义,
socialist,n. 社会主义者；社会党党员 adj. 社会主义的,
socialize,v. 使社会化；使社会主义化；使适应社会生活,
society,n.  社会； 阶层； 社交界； 社团； 协会,
sociology,n. 社会学；群体生态学,
sock,n. 短袜；一击 v. 重击；给……穿袜 adv. 正着地；不偏不倚地 adj. 非常成功的,
socket,n. 插座；窝，穴；牙槽 vt. 给…配插座,
socks,n. 袜子（sock的复数）,
soda,n. 碳酸钠， 纯碱； 汽水， 苏打水,
sodium,n. [化] 钠,
sofa,n. 长沙发，沙发,
soft,adj. 软的，柔软的；温柔的，温和的；软弱的；笨的 adv. 柔软地；温和地 n. 柔性；柔软的东西；柔软部分,
softball,"n. 垒球运动, 垒球",
soften,"v. (使)变柔软,(使)变柔和",
softness,n. 温和，柔和；软弱,
software,n. （计算机的）软件,
soil,n. 土地；土壤；国家；粪便；务农；温床 v. 弄脏；污辱,
solar,adj. 太阳的；日光的；利用太阳光的；与太阳相关的 n. 日光浴室,
soldier,n. 军人；[昆] 兵蚁；懒汉；一片烤面包 v. 当兵；磨洋工；坚持干；假称害病,
sole,n. 鞋底；脚底；基础；鳎目鱼 adj. 唯一的；单独的；仅有的 v. 触底；上鞋底,
solely,"adv. 独自地, 单独地",
solemn,adj. 庄严的，严肃的；隆重的，郑重的,
solicitor,n. 初级律师， 事务律师,
solid,adj. 固体的；实心的；结实的，稳固的；可靠的；纯质的，纯色的 n.  固体,
solidarity,n. 团结，团结一致,
solidify,v.巩固，(使)凝固，(使)团结,
solitary,adj.  孤独的； 单独的， 独自的； 单个的； 唯一的， 仅有的,
solo,n. 独奏；独唱；独奏曲 adj. 独奏的；独唱的；单独的 v. 单人攀登；单独驾 adv. 单独地,
soluble,adj. [化学] 可溶的，可溶解的；可解决的,
solution,n.  解决， 解答， 解决办法； 溶液,
solve,v.  解决， 处理； 解答,
some,adj. 一些；某个；大约；相当多的 pron. 一些；若干；其中的一部分；（数量不确切时用）有些人 adv. 非常；相当；<美>稍微,
somebody,n. 大人物；重要人物 pron. 有人；某人,
somehow,adv. 由于某种原因， 不知怎么的； 以某种方式,
someone,pron.  某人； 重要人物,
something,pron. 某事；某物 n. 重要的人；值得重视的事 adv. 非常；有点；大约 adj. 大约；有点象,
sometime,adv. 将来(或过去)某个时候 adj. 以前的,
sometimes,adv.  不时； 有时， 间或,
somewhat,adv. 有点儿 pron. 一点儿,
somewhere,adv.  在某处， 到某处； 大约， 大概,
son,n. 儿子；孩子（对年轻人的称呼）；男性后裔,
song,n.  歌， 歌曲； 鸣声， 歌声,
soon,adv. 快；不久，一会儿；立刻；宁愿,
soothe,v.  安慰， 使平静； 缓和 ， 减轻,
sophisticated,adj. 复杂的；精致的；久经世故的；富有经验的 v. 使变得世故；使迷惑；篡改（sophisticate的过去分词形式）,
sophomore,n. 大学二年级生；（美）有二年经验的人 adj. 二年级的；二年级学生的,
sore,adj. 疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的 n. 溃疡，痛处；恨事，伤心事,
sorrow,n. 悲伤；懊悔；伤心事 v. 懊悔；遗憾；感到悲伤,
sorrowful,adj. 悲伤的，使人伤心的,
sorry,adj. 遗憾的；对不起的，抱歉的 int. 对不起，抱歉（表示委婉的拒绝等）,
sort,v.  分类， 整理 n. 种类，类别；某一种人，某一类人,
soul,n. 灵魂；心灵；精神；鬼魂 adj. 美国黑人文化的,
sound,v. 听（诊）；测量，测…深；使发声；试探；宣告 n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条 adj. 健全的，健康的；合理的；可靠的；有效彻底的 adv. 彻底地，充分地,
soup,n. 汤，羹；马力 v. 加速；增加马力,
sour,v. 变酸；变馊；变坏，恶化 adj.  酸的； 馊的； 乖戾的， 尖酸刻薄的； 酸痛的,
source,n.  源， 源泉； 来源， 出处； 信息来源,
south,adv. 向南方 adj.  南方的， 南部的， 来自南方的 n. 南，南部,
southeast,adv. 向东南 adj.  东南方的， 东南部的， 来自东南的 n. 东南，东南,
southern,adj. 南的；南方的 n. 南方人,
southwards,adv. 向南方,
southwest,n. 西南方 adj. 西南的 adv. 往西南；来自西南,
souvenir,n. 纪念品；礼物 vt. 把…留作纪念,
souvenirs,n. 纪念品；旅游纪念品；回忆,
sovereign,adj. 拥有最高统治权的， 至高无上的；独立自主的， 具有独立主权的  < n. 君主， 元首；统治,
sow,v. 播种；散布；使密布 n. 母猪,
soy,n. 大豆，黄豆；酱油,
space,n.  空地， 场地； 空间， 太空； 篇幅； 间隔， 距离； 持续时间， 期间,
spacecraft,n. [航] 宇宙飞船，航天器,
spaceship,n. [航] 宇宙飞船,
spacious,adj. 宽敞的，广阔的；无边无际的,
spade,n. 铁锹，铲子 v. 铲；把……弄实抹平,
spaghetti,n.  意大利式细面条,
span,n. 跨距，一段时间 vt. 持续， 贯穿， 包括； 横跨， 跨越,
spare,v. 节约，吝惜；饶恕；分出，分让 adj. 多余的；瘦的；少量的 n. 剩余；备用零件,
spark,v. 导致， 产生；冒火花， 飞火星 n. 火花， 火星 A,
sparkle,vi. 发光，闪耀，闪烁；活跃，焕发 n. 闪光， 闪耀， 闪烁； 活力， 生气,
sparrow,n. 麻雀；矮小的人,
spatial,adj. 空间的，占据空间的,
speak,v.  [spoke-spoken] 说话， 讲话； 演说， 发言； 表达意见； 说， 讲；,
speaker,n. 演讲者；扬声器；说话者；说某种语言的人,
spear,v. 刺，戳 n.  矛， 枪； 嫩叶,
special,n. 特使，特派人员；特刊；特色菜；专车；特价商品 adj. 特别的；专门的，专用的,
specialise,vi. 专攻； 专用于； 专业化,
specialist,n. 专家；专门医师 adj. 专家的；专业的,
speciality,n. (specialty) 特色食品; 特产；专业；专门研究；专长,
specialize,"v. (specialise)(in)专攻,专门研究,专业化",
specially,adv.  特意地， 专门地； 格外地， 特别地， 特殊地,
specialty,n. 专业，专长；特产；特性；招牌菜 adj. 特色的；专门的；独立的,
species,n. [生物] 物种；种类 adj. 物种上的,
specific,adj. 特殊的，特定的；明确的；详细的；[药] 具有特效的 n. 特性；细节；特效药,
specifically,adv. 特别地， 特定地； 明确地， 具体地,
specification,n. 规格， 规范； 明确说明； 说明书,
specify,vt.  使具体化； 明确规定， 详细说明,
specimen,n.  标本， 样本； 范例； 抽样,
spectacle,n. 景象；场面；奇观；壮观；公开展示；表相，假相 n（复）眼镜,
spectacular,adj. 壮观的，引人注目的 n.  壮观的场面； 壮观的演出,
spectator,n. 观众(指比赛或表演),
spectrum,n. 【物】谱； 光谱； 【电信】频谱；范围， 幅度,
speculate,v.  推测； 深思， 沉思； 投机， 做投机买卖,
speech,n.  讲话， 演说； 言语， 言论； 说话方式,
speed,v. 超速，加速；加速，迅速前行；兴隆 n. 速度，速率；迅速，快速；昌盛，繁荣,
spell,v. 拼，拼写；意味着；招致；拼成；迷住；轮值 n. 符咒；一段时间；魅力,
spelling,n. 拼写；拼字；拼法 v. 拼写；意味着（spell的ing形式）；迷住,
spend,v.  [spent-spent] 花费， 用； 花； 度过， 消磨； 消耗， 用尽,
sphere,n. 范围；球体 vt. 包围；放入球内；使…成球形 adj. 球体的,
spherical,adj.  球形的， 球状的,
spice,n. 香料，调味品；趣味，情趣，风味 vt. 使增添趣味； 加香料于,
spicy,adj. 味道浓厚的； 辛辣的； 香的； 多香料的；有刺激性的； 有趣味的,
spider,n. 蜘蛛；设圈套者；三脚架,
spill,v. 使溢出，使流出；使摔下 n. 溢出，溅出；溢出量；摔下；小塞子,
spin,v. 旋转；晕眩；纺，织；绞干，甩干 n. 旋转， 自转,
spine,n. 脊骨， 脊柱， 脊椎；刺， 刺毛 A；书脊,
spiral,vi. 盘旋上升；不断急剧地上升 adj. 螺旋形的； 盘旋的 A n. 螺旋； 螺旋式的上升 A <,
spirit,n. 精神；心灵；情绪；志气；烈酒 v. 鼓励；鼓舞；诱拐,
spiritual,n. 圣歌（尤指美国南部黑人的） adj. 精神的，心灵的,
spit,vi. 吐， 吐痰 < n. 唾液， 口水,
spite,3、释义:n. 不顾；恶意，怨恨 v. 刁难，欺侮,
splash,vt. 溅湿某人， 泼 n. 溅， 飞溅声；引人注目的事物,
splendid,adj.  灿烂的， 辉煌的； 〈口语〉 极好的,
split,v. 分开，分裂；撕裂；分担，分享；断绝关系，分手 n.  裂口； 分化， 分裂,
spoil,vi. 变质 vt. 损坏，糟蹋；宠坏，溺爱 n. 战利品， 掠夺物,
spoken,adj. 口语的，口头的 v. 说（speak的过去分词）,
spokesman,n. 发言人；代言人,
sponge,v. 抹掉；用海绵擦拭；讨得 n. 海绵；海绵状物,
sponsor,n. 发起人； 主办者； 保证人 vt. 发起， 主办,
spontaneous,adj.  自发的， 自然产生的； 自然的， 无雕饰的,
spoon,n. 匙，勺子；一杓的量 v. 用匙舀；使成匙状,
spoonful,n. 一匙；一匙的量,
sport,n. 运动；游戏；娱乐；运动会；玩笑 v. 游戏 adj. 运动的,
sportsman,n. 运动员；运动家；冒险家,
spot,n. 地点；斑点 v. 认出；弄脏；用灯光照射 adj. 现场的；现货买卖的 adv. 准确地；恰好,
spotlight,v.  用聚光灯照； 特别关注； 突出报道 n. 聚光灯；公众的注意,
spouse,n. 配偶 vt. 和…结婚,
spray,n. 喷雾， 飞沫；浪花， 水花 < vt. 喷洒， 喷射,
spread,v. 展开，伸开；散布，蔓延；涂，敷 n.  传播， 蔓延； 幅度， 范围； 涂抹在食物上,
spring,v. 跳跃；涌现，突然出现；突然提出 n.  泉； 弹簧， 发条； 春天； 跳， 跃,
sprinkle,n. 撒，洒；少量 v. 洒；微雨；散置,
sprout,v. 发芽，抽条，生长；迅速出现，涌现出 n.  新芽， 嫩枝， 苗,
spur,n. 靴刺， 马刺；刺激， 刺激物 A vt. 刺激， 激励 <,
spy,vi. 当间谍；暗中监视 n. 间谍 vt. 看见， 发现,
squad,n. 班， 小队， 小组,
squalor,n.不洁，污秽,
square,adj. 正方形的；成直角的，方的；平方的 n. 正方形；广场；平方 vt.  使成正方形； 求平方； 使打成平局,
squash,v. 压碎，挤压；挤进，塞入；制止 n.  软式墙网球， 壁球； 果汁汽水,
squat,v.蹲下；a.(贬)矮胖的,
squeeze,v. 挤；压榨，榨取；捏，握 n. 挤； 握手； 拮据， 紧缺,
squid,n. 鱿鱼；乌贼；枪乌贼,
squirrel,n. 松鼠；松鼠毛皮 v. 贮藏,
stab,v. 刺；刺伤；戳；刺穿；直入 n. 刺；戳；尝试；突发的一阵,
stability,n. 稳定性；坚定，恒心,
stabilize,v. 使稳固，使安定,
stable,n. 马厩；牛棚 adj. 稳定的；牢固的；坚定的 v. 被关在马厩,
stack,n. 堆；堆叠 v. 使堆叠；把…堆积起来,
stadium,n. 体育场；露天大型运动场,
staff,n. 职员；参谋；棒；支撑 adj. 职员的；行政工作的 v. 供给人员；给…配备职员,
stage,n. 阶段；步骤；舞台；戏剧 vt.   上演； 筹划,
stagger,v. 蹒跚；使交错；使犹豫 n. 蹒跚；交错安排 adj. 交错的；错开的,
stagnant,adj.  不景气的； 停滞的； 迟钝的； 因不流动而污浊的,
stain,n. 污点， 瑕疵 vt. 沾污， 染污；玷污， 败坏；染色,
stainless,adj. 不锈的；纯洁的，未被玷污的；无瑕疵的,
stair,n. 楼梯，阶梯；梯级,
staircase,n. 楼梯,
stairs,n. 楼梯；梯级（stair的复数）,
stairway,n. 楼梯,
stake,n. 桩，棍子；赌注；火刑；奖金 v. 资助，支持；系…于桩上；把…押下打赌,
stale,adj. 陈腐的；不新鲜的 v. 变陈旧；撒尿；变得不新鲜 n. 尿,
stalk,n. （植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步 v. 追踪，潜近；高视阔步,
stall,n. 货摊；畜栏；托辞 v. 停止，停转；拖延,
stammer,v. 口吃地说 n. 口吃,
stamp,n. 邮票；印记；标志；跺脚 v. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏,
stand,v.  [stood-stood] 站， 站立； 坐落， 位于； 继续存在， 保持有效； 处于特定状态,
standard,n. 标准；水准；旗；度量衡标准 adj. 标准的；合规格的；公认为优秀的,
standardize,"v. 使符合标准, 使标准化",
standpoint,"n. 立场, 观点",
staple,n. 主要产品；订书钉；主题；主食 adj. 主要的，大宗生产的；常用的；纺织纤维的 v. 把…分级；钉住,
star,"n. 星,明星 v. 以星状物装饰,变成演员",
stare,v. 凝视，盯着看；显眼 n. 凝视；注视,
start,v.  发动； 创办， 开办； 开始， 着手； 动身， 出发； 吃惊， 惊奇,
startle,v. 使吓一跳；使惊奇 n. 惊愕；惊恐,
startup,n. 启动，开办,
starvation,n. 饿死；挨饿；绝食,
starve,v. 饿死， 挨饿 <,
state,n. 国家；州；情形 v. 规定；声明；陈述 adj. 国家的；州的；正式的,
statement,n.  陈述， 声明； 结算单， 报表,
statesman,n. 政治家， 国务活动家,
static,adj.  静态的， 静止的； 静电的； 静力的 n. 静电噪音；静电；[-s]静力学,
statical,adj. 静态的； 静力的,
station,n. 所；站；台；岗位；身份，地位 vt.  安置； 派驻， 驻扎,
stationary,adj. 固定的；静止的；定居的；常备军的 n. 不动的人；驻军,
stationery,n. 信笺，信纸；文具,
statistic,n. 统计数值， 统计资料； 统计学,
statistical,"adj. 统计的, 统计学的",
statistics,n. 统计；统计学；[统计] 统计资料,
statue,n. 雕像，塑像 vt. 以雕像装饰,
status,n.  地位， 身份； 情形， 状况,
statute,n.  成文法； 法令， 法规； 章程， 规则； 条例,
stay,v. 逗留，暂住；保持，继续是；停止，延缓 n.  逗留， 停留,
steady,adj. 稳定的；不变的；沉着的 v. 稳固 adv. 稳定地；稳固地 n. 关系固定的情侣；固定支架,
steak,n. 牛排； 肉排； 鱼排,
steal,v.  [stole-stolen] 偷盗， 行窃； 悄悄地移动,
steam,v. 蒸，散发；用蒸汽处理 n. 蒸汽；精力 adj. 蒸汽的,
steamer,n. 轮船；蒸汽机；蒸笼,
steel,n. 钢铁；钢制品；坚固 v. 钢化；使冷酷 adj. 钢制的；钢铁业的；坚强的,
steep,adj. 陡峭的；不合理的；夸大的；急剧升降的 v. 泡；浸；使…充满 n. 峭壁；浸渍,
steer,v. 驾驶，为…操舵；引导 n.  食用公牛,
stem,vi. 起源 n. 茎，干；词干 vt. 堵住， 止住， 停住,
step,n. 步，脚步；步骤；步伐；梯级 v. 踏，踩；走,
stereo,n. 立体声；立体声系统；铅版；立体照片 adj. 立体的；立体声的；立体感觉的,
stereotype,n. 陈规， 旧框框， 固定形式， 老套；铅版 vt. 成固定形象， 对…形成固定看法,
stern,adj. 严厉的； 苛刻的； 难以忍受的；坚决的， 坚定的 n. 船尾， 舟尾,
stew,v.  炖， 煨； 思考； 不安， 担忧 n. 炖菜；不安，担忧,
steward,n. 管家；乘务员；膳务员；工会管事 vi. 当服务员；当管事 vt. 管理,
stewardess,n. 女管家；女干事；女服务员,
stick,v. 刺，戳，插；粘住，粘贴；放置；卡住 n.  棍， 棒； 手杖,
sticky,adj.  黏的， 黏性的； 闷热的； 棘手的,
stiff,adj. 呆板的；坚硬的；严厉的；拘谨的 adv. 僵硬地；彻底地 n. 死尸；令人讨厌者；流通票据；劳动者 v. 诈骗；失信,
stiffness,n. 硬度,
still,adv. 仍然；更；静止地 adj. 静止的，不动的；寂静的，平静的；不起泡的 n. 寂静；剧照；蒸馏室 conj. 仍然；但是；尽管如此 v. 蒸馏；使…静止；使…平静下来,
stillness,"n. 静止, 沉静",
stimulate,vt. 刺激， 使兴奋 <；激励， 鼓舞,
stimulus,"n. 促进(因素),刺激(物)",
sting,n. 刺痛；讽刺，刺激；刺毛 v. 刺；驱使；使…苦恼；使…疼痛,
stir,v. 搅拌；煽动；激发，打动；行动，活动 n.  搅拌， 搅动； 激动， 震动,
stitch,v. 缝， 绣 n. 一针，线迹；缝法，针法，编结法；突然剧痛,
stock,n. 股份，股票；库存；血统；树干；家畜 adj. 存货的，常备的；平凡的 v. 进货；备有；装把手于…,
stockbroker,n. 股票经理人,
stocking,n. 长（筒）袜,
stomach,v.  承受， 忍受； 吃得下 n. 胃，胃口；肚子，腹部,
stomachache,n. 腹痛，肚子痛；胃痛,
stone,n. 石头；结石；[宝] 宝石 adj. 石的，石制的 v. 向扔石块；用石头铺,
stool,n. 凳子；粪便；厕所 v. 长新枝；分檗,
stoop,v. 俯身，弯腰；堕落，自贬 n. 弯腰， 曲背,
stop,"v.  [stopped-stopped, stopping]　停止， 中断； 塞住， 堵塞； 阻止， 阻挠； 逗留， 歇宿",
stopwatch,n. 码表；跑表 vt. 用秒表测定时间,
storage,n. 贮藏， 保管， 存储；库房,
store,v.  贮藏， 储备， 存储 n. 商店，店铺；贮存，储备；储备品；仓库,
storey,n. [建] 楼层；叠架的一层,
storm,v.  猛攻， 直捣； 怒气冲冲地走 n. 暴风雨，暴风雪；激动，爆发,
story,n. 故事；小说；新闻报道；来历；假话 vt. 用历史故事画装饰 vi. 说谎,
stout,adj. 结实的；矮胖的；勇敢的；激烈的 n. 矮胖子；烈性啤酒,
stove,n. 火炉；窑；温室 vt. 用火炉烤,
straight,adj. 直的；连续的；笔直的；正直的；整齐的；异性恋的 adv. 直接地；不断地；立即；坦率地 n. 直；直线；直男，直女，异性恋者,
straighten,"v. (使)弄直, 伸直",
straightforward,adj. 简单的；坦率的；明确的；径直的 adv. 直截了当地；坦率地,
strain,v. 扭伤， 拉伤； 尽力使用， 紧张； 拉紧； 尽力 n. 拉紧；过劳，极度紧张；张力；扭伤，拉伤；旋律；品种，家系；气质，个性特点,
strait,adj. 狭窄的；苦恼的 n. 海峡；困境,
strand,n. 股，缕；部分，方面 vt.  使滞留； 使搁浅,
strange,adj. 奇怪的；陌生的；外行的 adv. 奇怪地；陌生地，冷淡地 n. (Strange)人名；(英)斯特兰奇；(瑞典、塞)斯特朗格,
stranger,n. 陌生人；外地人；局外人,
strap,v. 用带捆绑；用皮条抽打；约束 n. 带；皮带；磨刀皮带；鞭打,
strategic,adj.  对全局有重要意义的， 关键的； 战略性的,
strategy,n.  谋略， 战略， 策略,
straw,n. 稻草；吸管；一文不值的东西 adj. 稻草的；无价值的,
strawberry,n. 草莓；草莓色,
stray,vi. 走失，迷路；分心，走神；离题 adj. 迷路的，走失的；孤立的，零星的 n. 走失的家畜,
streak,vi. 飞跑，疾驶 n. 条纹，条痕；个性特征；一阵子，一连串 vt. 在…上加条纹,
stream,vi. 流出， 涌 n. 小河， 溪流；流， 一股， 一串,
streamline,v. 把…做成流线型；使现代化；组织；使合理化；使简单化 n. 流线；流线型 adj. 流线型的,
street,n. 街道 adj. 街道的,
strength,n. 力量；力气；兵力；长处,
strengthen,v.  加强， 增强,
strenuous,adj. 费劲的， 费力的；辛苦的， 艰苦的；精力充沛的， 积极的， 热心的,
stress,v.  强调； 重读； 焦虑不安 n. 压力；强调；精神压力，紧张；重音，重读,
stressful,adj. 充满著压力的，充满著紧张的,
stretch,v. 伸展，延续；伸长，拉长；倾注全力；紧张 n. 一段时间， 一段路程， 连绵的一片； 伸展， 延伸,
strict,adj.  严格的， 严厉的； 严谨的， 精确的； 完全的，,
stride,vi. 大踏步走 n. 大步； 步法， 步态； 进展， 进步,
strife,n. 冲突， 斗争， 纷争； 竞争,
strike,v. 碰，撞，撞击；侵袭；突然想到；给…以深刻印象；罢工；敲响 n.  罢工； 袭击,
striking,adj. 显著的，突出的，惊人的；打击的；罢工的 v. 打（strike的ing形式）,
string,vi. 连成一串； 排成一行前进 n. 线，细绳；一串，一行 vt. 缚，扎，挂；串起，穿；使排成一列；伸展，拉直,
strip,v.剥去(衣物，覆盖物，零件)；剥夺(名誉，地位)；n.狭长的一片,
stripe,n. 条纹，斑纹；种类 v. 加条纹于…,
strive,vi.  奋斗， 努力； 力求,
stroke,n. （游泳或划船的）划；中风；（打、击等的）一下；冲程；（成功的）举动；尝试；轻抚 v. （用笔等）画；轻抚；轻挪；敲击；划尾桨；划掉；（打字时）击打键盘,
stroll,n. 漫步；闲逛；巡回演出 v. 散步；闲逛；巡回演出,
strong,adj. 坚强的；强壮的；牢固的；擅长的 adv. 强劲地；猛烈地 n. (Strong)人名；(英)斯特朗,
structural,adj. 结构的，构造的,
structure,n. 结构， 构造；建筑物 vt. 建筑， 建造； 组织， 安排,
struggle,v. 奋斗，努力；挣扎 n. 努力，奋斗；竞争,
stubborn,adj. 顽固的， 执拗的， 倔强的； 难对付的， 难于克服的,
student,n.  学生， 学者， 大学生； 研究生,
studio,n.  工作室， 画室； 摄影室， 演播室， 录音室； 练习室； 电影公司,
study,v. 学习；研究，调查；细察，仔细端详 n.  学习； 研究， 调查， 研究成果； 书房,
stuff,n. 东西；材料；填充物；素材资料 v. 塞满；填塞；让吃饱,
stuffy,a.(空气)不新鲜的，闷气的,
stumble,v. 踌躇，蹒跚；失足；犯错 n. 绊倒；蹒跚而行,
stump,vi. 脚步沉重地走 n. 树桩；残根，残余部分 vt. 把…难住，使为难；在…做巡回演说,
stun,v. 使震惊；打昏；给以深刻的印象 n. 昏迷；打昏；惊倒；令人惊叹的事物,
stupid,adj. 愚蠢的；麻木的；乏味的 n. 傻瓜，笨蛋,
sturdy,adj. 强壮的， 结实的， 坚固的； 坚定的， 坚强的,
style,n. 风格；时尚；类型；字体 v. 设计；称呼；使合潮流,
subconscious,adj. 潜意识的；下意识的 n. 潜在意识；下意识心理活动,
subculture,n.  亚文化行为观念， 次文化,
subdivide,v.  再分， 细分,
subdivision,"n. 细分, 一部",
subdue,vt.  制服， 征服； 抑制， 克制,
subject,n. 主题；科目；[语] 主语；国民 adj. 服从的；易患…的；受制于…的 v. 使…隶属；使屈从于…,
subjective,adj. 主观的；个人的；自觉的,
submarine,n. 潜水艇；海底生物 adj. 海底的；水下的 v. 用潜水艇攻击,
submerge,vi. 潜入 vt. 沉没， 淹没,
submit,vi. 屈从， 听从； 忍受； 甘心 vt. 屈从，听从，服从；呈送，提交；主张，建议,
subordinate,adj. 下级的，级别低的；次要的，从属的 n. 部属， 下级 vt. 使处于次要地位， 使从属于,
subscribe,v.  订购， 订阅； 申请， 预订； 捐助， 赞助,
subscript,adj. 写在下方的 n. 下标,
subscription,n. 订阅（费）；用户费（的缴纳）,
subsequent,adj. 随后的， 后来的 A,
subsequently,adv. 其后，其次，接着,
subsidiary,adj.  次要的； 辅助的， 附设的； 附属的 n. 子公司；附属机构；支流,
